Tree species,Roost/non roost,Height (m),DBH (m),Crown Diameter(m),Tree Density (trees/ha),Plot Basal Area (m2/ha),Distance to Building (m)
Unidentified sp1,Non-roost,5.0,0.2,2.6,90.0,11.6,16.8
Unidentified sp1,Non-roost,4.8,0.3,3.8,10.0,0.6,42.2
Unidentified sp2,Roost,17.0,0.7,7.4,80.0,28.8,9.2
Unidentified sp7,Non-roost,12.0,0.4,4.6,80.0,7.8,14.0
Unidentified sp8,Non-roost,6.6,0.5,7.9,90.0,11.6,14.4
Albizia lebbeck,Non-roost,12.0,0.5,14.2,30.0,7.3,7.0
Alstonia boonei,Non-roost,4.2,0.4,4.5,40.0,3.5,18.0
Anacardium occidentale,Non-roost,5.2,0.3,6.0,40.0,7.7,12.4
Anacardium occidentale,Non-roost,8.4,0.6,15.5,30.0,9.0,67.0
Anacardium occidentale,Non-roost,7.8,0.8,12.9,10.0,4.4,21.4
Anacardium occidentale,Non-roost,6.8,0.8,8.7,20.0,7.3,65.8
Annona muricata,Non-roost,5.8,0.1,3.0,20.0,1.2,13.3
Annona muricata,Non-roost,5.2,0.1,1.3,90.0,12.6,2.6
Annona muricata,Non-roost,6.0,0.1,6.6,30.0,2.4,13.7
Annona muricata,Non-roost,4.4,0.2,6.3,40.0,4.6,10.8
Annona muricata,Non-roost,4.8,0.2,2.8,20.0,2.2,6.2
Annona muricata,Non-roost,4.6,0.2,5.2,40.0,1.4,6.6
Annona muricata,Non-roost,8.2,0.2,3.7,160.0,13.7,12.4
Annona muricata,Non-roost,5.8,0.2,2.8,100.0,13.7,2.7
Annona muricata,Non-roost,6.0,0.2,8.0,60.0,8.2,21.8
Annona muricata,Non-roost,4.6,0.2,3.2,40.0,1.4,3.3
Annona muricata,Non-roost,6.0,0.2,3.2,40.0,3.8,16.7
Annona muricata,Non-roost,8.0,0.2,3.8,110.0,31.3,6.9
Annona muricata,Non-roost,4.6,0.2,2.2,20.0,0.8,11.2
Annona muricata,Non-roost,7.0,0.2,5.8,20.0,1.9,8.1
Annona muricata,Non-roost,7.8,0.2,3.4,110.0,6.7,12.3
Annona muricata,Non-roost,6.4,0.2,3.4,50.0,3.5,3.3
Annona muricata,Non-roost,6.6,0.2,3.6,90.0,11.2,16.6
Annona muricata,Non-roost,8.0,0.2,8.0,100.0,28.1,3.8
Annona muricata,Non-roost,6.6,0.2,4.4,40.0,4.4,31.1
Annona muricata,Non-roost,7.1,0.2,3.4,50.0,10.4,28.5
Annona muricata,Non-roost,7.4,0.2,2.0,60.0,7.2,8.8
Annona muricata,Non-roost,7.4,0.2,4.0,100.0,7.6,12.3
Annona muricata,Non-roost,7.6,0.2,4.0,60.0,9.6,22.2
Annona muricata,Non-roost,9.4,0.2,6.5,140.0,13.0,13.2
Annona muricata,Non-roost,8.2,0.3,10.1,10.0,0.5,24.6
Annona muricata,Non-roost,7.2,0.3,5.2,20.0,1.1,14.4
Annona muricata,Non-roost,6.6,0.3,6.0,80.0,10.4,9.5
Annona muricata,Non-roost,8.2,0.3,4.4,40.0,13.8,5.8
Annona muricata,Non-roost,5.0,0.5,3.2,40.0,3.5,23.1
Anogeissus leiocarpus,Roost,15.4,0.6,10.6,70.0,7.4,13.9
Anthocleista vogelii,Non-roost,13.8,0.6,10.8,60.0,8.2,21.8
Antiaris toxicaria,Non-roost,12.8,0.3,11.7,70.0,12.8,37.8
Antiaris toxicaria,Non-roost,16.8,0.4,8.6,60.0,22.1,47.5
Antiaris toxicaria,Non-roost,14.6,0.6,12.8,50.0,9.1,13.1
Azadirachta indica,Roost,9.8,0.2,5.8,70.0,16.1,40.4
Azadirachta indica,Roost,11.2,0.2,2.0,80.0,16.2,38.9
Azadirachta indica,Roost,9.8,0.3,6.0,100.0,17.7,26.5
Azadirachta indica,Roost,7.8,0.3,6.0,50.0,1.7,31.6
Azadirachta indica,Roost,5.2,0.3,8.3,90.0,8.5,5.8
Azadirachta indica,Roost,6.0,0.3,4.0,70.0,7.4,2.1
Azadirachta indica,Roost,9.2,0.3,13.6,70.0,15.7,11.4
Azadirachta indica,Roost,10.4,0.4,12.0,60.0,6.5,1.8
Azadirachta indica,Roost,9.4,0.4,11.0,60.0,6.5,1.8
Azadirachta indica,Roost,9.4,0.4,12.8,30.0,7.0,14.2
Azadirachta indica,Roost,9.4,0.4,8.3,20.0,2.6,10.0
Azadirachta indica,Roost,10.8,0.4,8.8,90.0,10.4,14.8
Azadirachta indica,Roost,10.4,0.4,9.6,110.0,12.5,10.7
Azadirachta indica,Roost,10.6,0.5,9.1,60.0,6.5,7.4
Azadirachta indica,Roost,11.0,0.5,11.2,20.0,4.9,8.9
Azadirachta indica,Roost,10.6,0.5,12.2,30.0,4.2,16.5
Azadirachta indica,Roost,12.8,0.5,11.7,30.0,4.6,18.8
Azadirachta indica,Roost,10.6,0.5,9.6,90.0,11.8,17.0
Azadirachta indica,Roost,9.6,0.5,17.0,40.0,11.5,7.6
Azadirachta indica,Roost,10.2,0.6,16.0,80.0,25.2,26.6
Azadirachta indica,Roost,11.8,0.7,11.2,30.0,11.2,6.3
Azadirachta indica,Roost,10.0,0.7,13.0,20.0,4.5,25.0
Azadirachta indica,Non-roost,7.5,0.1,2.4,80.0,15.3,42.8
Azadirachta indica,Non-roost,6.4,0.1,4.8,30.0,5.0,5.6
Azadirachta indica,Non-roost,8.2,0.2,3.6,90.0,14.0,15.8
Azadirachta indica,Non-roost,7.2,0.2,3.7,10.0,0.2,24.5
Azadirachta indica,Non-roost,9.4,0.2,5.7,90.0,17.2,29.4
Azadirachta indica,Non-roost,9.6,0.2,7.0,90.0,17.2,24.5
Azadirachta indica,Non-roost,7.4,0.2,6.0,110.0,20.5,26.8
Azadirachta indica,Non-roost,8.8,0.2,7.4,100.0,9.6,15.3
Azadirachta indica,Non-roost,8.0,0.2,5.9,110.0,17.2,22.6
Azadirachta indica,Non-roost,5.8,0.2,5.4,30.0,5.0,6.2
Azadirachta indica,Non-roost,9.2,0.2,4.0,80.0,14.8,32.3
Azadirachta indica,Non-roost,7.4,0.2,5.2,60.0,2.6,27.3
Azadirachta indica,Non-roost,7.2,0.2,8.6,50.0,9.1,5.5
Azadirachta indica,Non-roost,4.2,0.2,2.4,90.0,9.5,17.3
Azadirachta indica,Non-roost,7.9,0.2,4.0,20.0,1.3,14.9
Azadirachta indica,Non-roost,8.0,0.2,8.4,40.0,4.9,22.8
Azadirachta indica,Non-roost,8.4,0.3,6.7,100.0,20.5,29.3
Azadirachta indica,Non-roost,10.2,0.3,7.0,70.0,3.9,14.1
Azadirachta indica,Non-roost,8.2,0.3,14.6,210.0,16.2,44.2
Azadirachta indica,Non-roost,11.0,0.3,6.3,90.0,8.5,9.6
Azadirachta indica,Non-roost,7.2,0.3,6.2,40.0,4.9,18.8
Azadirachta indica,Non-roost,9.2,0.3,9.6,100.0,17.4,26.8
Azadirachta indica,Non-roost,9.8,0.3,16.6,80.0,9.6,20.6
Azadirachta indica,Non-roost,12.6,0.3,5.4,70.0,3.6,5.2
Azadirachta indica,Non-roost,8.2,0.3,7.0,80.0,14.4,36.4
Azadirachta indica,Non-roost,9.4,0.3,5.4,20.0,2.9,33.3
Azadirachta indica,Non-roost,8.2,0.4,5.6,80.0,15.3,43.6
Azadirachta indica,Non-roost,9.2,0.4,13.0,30.0,6.0,0.6
Azadirachta indica,Non-roost,9.2,0.4,9.6,10.0,1.0,11.3
Azadirachta indica,Non-roost,12.8,0.4,12.6,200.0,16.7,38.6
Azadirachta indica,Non-roost,8.0,0.4,8.0,10.0,1.0,40.4
Azadirachta indica,Non-roost,8.0,0.4,9.8,40.0,3.1,19.8
Azadirachta indica,Non-roost,6.4,0.4,8.6,40.0,2.0,29.6
Azadirachta indica,Non-roost,9.2,0.4,11.3,70.0,8.6,21.8
Azadirachta indica,Non-roost,13.0,0.4,11.4,30.0,3.7,13.5
Azadirachta indica,Non-roost,9.8,0.5,13.9,60.0,3.3,10.6
Azadirachta indica,Non-roost,10.4,0.5,9.4,10.0,1.6,38.6
Azadirachta indica,Non-roost,11.2,0.5,12.0,30.0,10.6,10.5
Azadirachta indica,Non-roost,9.0,0.5,10.0,40.0,4.5,11.9
Azadirachta indica,Non-roost,7.0,0.5,7.3,20.0,2.7,16.2
Azadirachta indica,Non-roost,12.6,0.5,8.2,30.0,12.6,33.2
Azadirachta indica,Non-roost,10.2,0.5,9.1,60.0,7.1,17.5
Azadirachta indica,Non-roost,8.8,0.5,18.6,110.0,11.5,17.5
Azadirachta indica,Non-roost,11.2,0.5,10.6,80.0,9.6,19.9
Azadirachta indica,Non-roost,9.4,0.6,16.0,20.0,5.8,6.8
Azadirachta indica,Non-roost,13.0,0.6,14.6,50.0,10.0,23.0
Azadirachta indica,Non-roost,7.6,0.6,9.9,10.0,3.1,41.1
Azadirachta indica,Non-roost,11.4,0.6,19.8,10.0,3.2,15.4
Azadirachta indica,Non-roost,12.0,0.7,13.8,30.0,10.6,13.4
Azadirachta indica,Non-roost,12.8,0.7,14.0,30.0,12.6,38.4
Azadirachta indica,Non-roost,13.4,0.7,14.8,20.0,6.9,24.1
Bauhinia sp,Non-roost,4.8,0.3,5.5,90.0,15.1,24.5
Bauhinia sp,Non-roost,8.4,0.3,8.8,60.0,10.0,12.8
Bauhinia sp,Non-roost,6.8,0.3,9.4,70.0,7.1,13.8
Blighia sapida,Non-roost,4.4,0.1,4.7,70.0,7.2,30.4
Blighia sapida,Non-roost,6.0,0.2,5.4,50.0,2.0,28.8
Blighia sapida,Non-roost,6.4,0.3,9.8,20.0,1.1,11.2
Bombax buonopozense,Non-roost,18.6,1.3,11.0,190.0,37.2,41.1
Borassus aethiopum,Non-roost,7.8,0.8,4.6,30.0,10.6,10.3
Cananga odorata,Non-roost,8.8,0.2,2.8,90.0,15.4,26.3
Cananga odorata,Non-roost,14.4,0.4,5.2,20.0,5.0,27.6
Cananga odorata,Non-roost,19.2,0.9,9.7,60.0,7.6,37.2
Carica papaya,Non-roost,4.2,0.1,2.5,60.0,4.2,11.2
Carica papaya,Non-roost,4.8,0.2,2.3,60.0,6.4,16.6
Carica papaya,Non-roost,5.2,0.2,1.0,40.0,7.1,13.2
Carica papaya,Non-roost,6.8,0.2,2.8,90.0,11.4,9.0
Carica papaya,Non-roost,6.0,0.3,2.6,60.0,4.6,14.2
Carica papaya,Non-roost,4.5,0.3,3.7,40.0,4.3,26.4
Carica papaya,Non-roost,6.0,0.3,2.5,80.0,10.6,4.1
Carica papaya,Non-roost,6.0,0.3,3.8,40.0,2.4,15.7
Carica papaya,Non-roost,5.2,0.3,2.2,60.0,4.7,9.7
Carica papaya,Non-roost,5.6,0.3,3.5,10.0,0.6,7.0
Cascabela thevetia,Non-roost,6.6,0.3,5.6,70.0,8.7,19.3
Cassia fistula,Non-roost,11.0,0.4,3.4,60.0,6.1,17.8
Ceiba pentandra,Roost,15.6,0.8,16.0,40.0,8.5,3.0
Ceiba pentandra,Non-roost,10.4,0.2,3.7,50.0,3.8,10.7
Ceiba pentandra,Non-roost,13.4,0.4,9.9,50.0,9.1,7.4
Ceiba pentandra,Non-roost,9.0,0.4,10.0,10.0,1.4,25.2
Citrus sp,Non-roost,4.2,0.2,3.2,50.0,2.0,26.9
Citrus sp,Non-roost,6.6,0.2,9.0,30.0,1.5,8.7
Citrus sp,Non-roost,4.8,0.2,3.6,100.0,7.1,15.7
Citrus sp,Non-roost,4.4,0.3,4.5,30.0,1.9,3.8
Citrus sp,Non-roost,4.8,0.3,6.5,20.0,1.2,13.6
Citrus sp,Non-roost,6.0,0.4,6.2,80.0,13.5,11.2
Citrus sp,Non-roost,16.0,0.4,5.6,80.0,7.7,14.6
Citrus sp,Non-roost,12.2,0.5,16.0,80.0,6.1,9.4
Citrus sp,Non-roost,5.8,0.5,7.0,30.0,4.1,15.5
Cocos nucifera,Non-roost,5.6,0.2,5.6,20.0,2.5,18.9
Cocos nucifera,Non-roost,6.9,0.2,7.0,30.0,6.0,8.4
Cocos nucifera,Non-roost,10.6,0.2,3.1,20.0,0.8,4.2
Cocos nucifera,Non-roost,10.4,0.3,3.7,20.0,1.0,14.1
Cocos nucifera,Non-roost,7.4,0.3,7.2,60.0,14.0,21.9
Cocos nucifera,Non-roost,10.2,0.3,7.0,90.0,9.0,4.0
Cocos nucifera,Non-roost,7.4,0.3,5.6,10.0,0.5,9.2
Cocos nucifera,Non-roost,10.4,0.3,7.2,30.0,1.9,12.6
Cocos nucifera,Non-roost,11.0,0.3,8.0,20.0,1.3,9.6
Cocos nucifera,Non-roost,12.4,0.3,8.7,60.0,16.1,9.2
Cocos nucifera,Non-roost,17.4,0.3,3.6,60.0,5.0,10.2
Cocos nucifera,Non-roost,7.6,0.3,8.8,70.0,11.9,12.6
Cocos nucifera,Non-roost,8.6,0.3,9.2,60.0,9.4,11.9
Cocos nucifera,Non-roost,10.0,0.3,7.3,20.0,1.0,14.1
Cocos nucifera,Non-roost,9.6,0.3,7.8,30.0,2.3,12.0
Cocos nucifera,Non-roost,9.8,0.3,9.4,20.0,1.3,10.0
Cocos nucifera,Non-roost,12.3,0.3,8.8,30.0,1.8,5.7
Cocos nucifera,Non-roost,12.5,0.3,7.0,30.0,1.8,4.9
Cocos nucifera,Non-roost,15.4,0.3,6.2,120.0,8.8,9.4
Cocos nucifera,Non-roost,8.8,0.3,5.2,80.0,10.4,10.1
Cocos nucifera,Non-roost,14.8,0.3,4.5,20.0,1.9,21.9
Cocos nucifera,Non-roost,8.0,0.3,7.5,30.0,1.9,24.8
Cocos nucifera,Non-roost,9.8,0.3,10.0,20.0,1.5,24.3
Cocos nucifera,Non-roost,15.0,0.3,6.8,90.0,11.2,17.9
Cocos nucifera,Non-roost,15.2,0.3,5.8,90.0,8.5,10.0
Cocos nucifera,Non-roost,4.8,0.3,5.8,100.0,7.4,16.3
Cocos nucifera,Non-roost,7.8,0.3,8.8,70.0,4.9,11.2
Cocos nucifera,Non-roost,8.6,0.3,7.4,30.0,3.0,6.3
Cocos nucifera,Non-roost,8.0,0.3,8.3,20.0,1.5,32.1
Cocos nucifera,Non-roost,9.4,0.3,7.4,100.0,11.8,4.9
Cocos nucifera,Non-roost,13.0,0.3,3.6,90.0,11.9,17.7
Cocos nucifera,Non-roost,13.2,0.3,6.8,20.0,6.2,10.4
Cocos nucifera,Non-roost,14.2,0.3,7.7,10.0,0.8,14.0
Cocos nucifera,Non-roost,14.2,0.3,5.1,20.0,1.1,13.4
Cocos nucifera,Non-roost,10.6,0.3,11.0,90.0,4.1,23.7
Cocos nucifera,Non-roost,11.4,0.3,9.4,20.0,2.0,11.0
Cocos nucifera,Non-roost,13.6,0.3,4.0,90.0,6.1,20.0
Cocos nucifera,Non-roost,14.0,0.4,9.2,50.0,7.4,14.3
Cocos nucifera,Non-roost,8.4,0.4,9.7,50.0,5.4,13.6
Cocos nucifera,Non-roost,9.2,0.4,7.8,40.0,7.1,13.5
Cocos nucifera,Non-roost,9.8,0.4,8.0,110.0,20.3,9.9
Cocos nucifera,Non-roost,10.8,0.4,7.5,80.0,13.0,4.8
Cocos nucifera,Non-roost,12.0,0.4,4.4,40.0,2.3,30.4
Cocos nucifera,Non-roost,13.8,0.4,8.4,20.0,1.2,6.6
Cocos nucifera,Non-roost,8.0,0.4,9.7,50.0,7.8,13.8
Cocos nucifera,Non-roost,9.8,0.4,8.0,10.0,1.2,25.8
Cocos nucifera,Non-roost,12.0,0.4,9.8,80.0,35.5,9.1
Cocos nucifera,Non-roost,14.0,0.4,5.2,50.0,8.8,6.5
Cocos nucifera,Non-roost,15.2,0.4,5.4,50.0,3.5,5.3
Cocos nucifera,Non-roost,11.2,0.4,7.6,20.0,2.1,28.6
Cocos nucifera,Non-roost,8.6,0.4,8.2,10.0,1.4,12.5
Cocos nucifera,Non-roost,8.0,0.4,8.7,30.0,2.4,10.8
Cocos nucifera,Non-roost,8.8,0.4,10.4,100.0,8.8,15.9
Cocos nucifera,Non-roost,9.4,0.5,7.4,60.0,3.3,25.5
Cocos nucifera,Non-roost,12.0,0.5,9.1,50.0,4.2,12.3
Corymbia sp,Non-roost,13.2,0.4,11.6,90.0,10.7,23.9
Crescentia cujete L.,Non-roost,4.6,0.3,3.9,140.0,12.1,3.6
Crescentia cujete L.,Non-roost,5.6,0.3,6.4,50.0,3.5,5.8
Crescentia cujete L.,Non-roost,6.2,0.4,7.2,80.0,10.3,10.6
Crescentia cujete L.,Non-roost,5.8,0.4,5.4,30.0,7.3,13.2
Artocarpus sp,Non-roost,11.4,0.5,6.2,30.0,6.5,7.3
Daniellia oliveri,Non-roost,4.8,0.1,7.4,160.0,13.7,11.8
Daniellia oliveri,Non-roost,6.6,0.2,3.9,40.0,2.9,8.2
Daniellia oliveri,Non-roost,6.4,0.2,4.5,100.0,5.6,10.6
Daniellia oliveri,Non-roost,5.3,0.2,5.2,40.0,3.5,24.9
Daniellia oliveri,Non-roost,5.6,0.2,4.9,60.0,3.3,9.8
Daniellia oliveri,Non-roost,4.4,0.2,5.0,30.0,2.4,5.9
Daniellia oliveri,Non-roost,4.8,0.2,5.1,60.0,3.3,6.7
Daniellia oliveri,Non-roost,5.2,0.2,6.3,30.0,1.5,9.9
Daniellia oliveri,Non-roost,4.4,0.2,4.6,20.0,1.0,5.5
Daniellia oliveri,Non-roost,5.2,0.2,3.2,100.0,12.2,11.2
Daniellia oliveri,Non-roost,6.2,0.2,4.6,100.0,7.5,7.9
Daniellia oliveri,Non-roost,5.2,0.2,7.8,20.0,1.2,19.6
Daniellia oliveri,Non-roost,7.2,0.2,4.3,30.0,1.8,9.2
Daniellia oliveri,Non-roost,4.5,0.3,3.8,30.0,1.5,10.8
Daniellia oliveri,Non-roost,5.8,0.3,5.2,20.0,1.3,22.4
Daniellia oliveri,Non-roost,6.2,0.3,5.3,20.0,1.0,2.5
Daniellia oliveri,Non-roost,5.4,0.3,6.0,30.0,1.5,8.8
Daniellia oliveri,Non-roost,7.6,0.3,3.0,90.0,9.7,16.2
Daniellia oliveri,Non-roost,5.2,0.3,7.2,20.0,1.6,8.7
Daniellia oliveri,Non-roost,5.6,0.3,7.6,40.0,3.3,2.2
Daniellia oliveri,Non-roost,5.8,0.3,5.4,10.0,0.7,22.3
Daniellia oliveri,Non-roost,5.4,0.3,6.6,30.0,2.6,26.9
Daniellia oliveri,Non-roost,4.6,0.3,3.6,20.0,1.5,19.2
Daniellia oliveri,Non-roost,5.0,0.3,3.2,30.0,1.8,11.4
Daniellia oliveri,Non-roost,5.2,0.3,5.2,20.0,1.0,10.0
Daniellia oliveri,Non-roost,5.0,0.3,6.1,10.0,0.9,6.0
Daniellia oliveri,Non-roost,5.4,0.3,7.2,20.0,1.6,0.5
Daniellia oliveri,Non-roost,6.4,0.4,8.2,20.0,2.8,4.5
Daniellia oliveri,Non-roost,5.4,0.4,8.5,40.0,5.2,13.7
Daniellia oliveri,Non-roost,5.4,0.4,10.5,30.0,3.4,17.0
Daniellia oliveri,Non-roost,7.2,0.4,6.6,30.0,6.2,19.6
Daniellia oliveri,Non-roost,5.8,0.4,3.8,40.0,2.8,5.8
Daniellia oliveri,Non-roost,6.4,0.4,11.1,60.0,4.3,11.9
Daniellia oliveri,Non-roost,12.8,0.4,17.2,70.0,13.4,32.4
Daniellia oliveri,Non-roost,7.6,0.5,9.6,30.0,2.9,16.7
Daniellia oliveri,Non-roost,13.6,0.5,11.0,70.0,8.1,11.1
Daniellia oliveri,Non-roost,7.2,0.5,11.5,70.0,5.3,7.4
Daniellia oliveri,Non-roost,5.8,0.5,4.6,20.0,2.3,16.3
Daniellia oliveri,Non-roost,17.4,0.6,7.3,60.0,11.4,27.5
Daniellia oliveri,Non-roost,11.6,0.7,16.0,50.0,7.4,30.8
Daniellia oliveri,Non-roost,7.2,0.8,7.0,60.0,7.3,14.7
Delonix regia,Roost,8.4,0.4,12.8,90.0,8.5,4.5
Delonix regia,Roost,8.4,0.5,16.0,40.0,3.1,44.6
Delonix regia,Roost,10.4,1.0,19.7,80.0,28.8,10.8
Delonix regia,Non-roost,6.4,0.2,7.0,40.0,4.9,15.6
Delonix regia,Non-roost,7.6,0.2,10.4,50.0,2.0,26.8
Delonix regia,Non-roost,9.6,0.2,7.6,40.0,1.5,18.3
Delonix regia,Non-roost,5.6,0.2,6.5,50.0,5.9,32.0
Delonix regia,Non-roost,8.4,0.2,9.3,80.0,10.0,14.4
Delonix regia,Non-roost,6.2,0.2,19.4,60.0,13.7,24.2
Delonix regia,Non-roost,6.6,0.2,8.4,70.0,10.2,22.3
Delonix regia,Non-roost,8.2,0.3,15.7,100.0,14.1,19.7
Delonix regia,Non-roost,5.4,0.3,8.4,50.0,9.4,20.1
Delonix regia,Non-roost,5.8,0.3,8.0,20.0,1.0,16.9
Delonix regia,Non-roost,5.2,0.3,6.8,20.0,2.2,8.3
Delonix regia,Non-roost,13.6,0.3,12.6,130.0,13.1,28.0
Delonix regia,Non-roost,6.4,0.3,9.2,90.0,16.2,15.0
Delonix regia,Non-roost,8.0,0.3,14.5,90.0,13.3,22.3
